Citation,Habitat,meanLat,meanLon,meanNodes,meanLinks,meanLinkDensity,meanGenerality,meanNormGen,meanVulnerability,meanNormVul,meanFracBasal,meanFracInt,meanFracTop,meanMeanFoodChain,meanModularity
"Massana, R., Garcia-Cantizano, J., and Pedros-Alio, C. (1996). Components, structure and fluxes of the microbial food web in a small, stratified lake. Aquatic Microbial Ecology. 11, pp. 279-288.",freshwater,39.3260685,-4.8379791,8,11,1.375,2.75,2,1.571428571,1.142857143,0.5,0.375,0.125,2.8245,0.214876033
"McCormick Venier J.(1997). Seasonal ecosystem models of the Looe Key National Marine Sanctuary, Florida",marine,24.5335,-81.392,20,125,6.25,7.352941176,1.176470588,6.578947368,1.052631579,0.15,0.8,0.05,6.5665,0.13278252
"Melgo J.L.,Morisette L.,Kaschner K.,Gerber L.(2009). Food web model and data for studying the interactions between marine mammals and fisheries in the Caribbean ecosystem Modelling the trophic role of marine mammals in tropical areas: data requirements, uncertainty, and validation. pp 53-120. In Morissette L.,Melgo J.L.,Kaschner K.,Gerber L.",marine,15.7843885,-65.390795,29,145,5,5.576923077,1.115384615,7.631578947,1.526315789,0.103448276,0.482758621,0.413793103,5.117,0.213730087
Menard et al (2006),marine,-12,-144,6,8,1.333333333,4,3,2,1.5,0.666666667,0,0.333333333,2,0
"Mendoza J.J.(1993). A preliminary biomass budget for the Northeastern Venezuela shelf ecosystem . pp 285-297. In Christensen V.,Pauly D.",marine,11.038885,-64.128365,16,72,4.5,5.538461538,1.230769231,4.5,1,0.1875,0.75,0.0625,5.0055,0.165412809
"Michailidis N, Corrales X, Karachle PK, Chartosia N, Katsanevakis S, Sfenthourakis S, 2019. Modelling the role of alien species and fisheries in an Eastern Mediterranean insular shelf ecosystem. Ocean and Coastal Management 175:152-171.",marine,34.70759863,33.23447191,40,437,10.925,12.13888889,1.111111111,12.13888889,1.111111111,0.1,0.8,0.1,6.8305,0.129154123
"Mizuno, N. & Furtado, J.I. (1982). Ecological notes on fishes. In J. I. Furtado & S. Mori (eds), The Ecology of a Tropical Freshwater Swamp, the Tasek Bera. (Dr W. Junk Publishers, The Hague), pp.321-349.",freshwater,4.5693754,102.2656823,27,49,1.814814815,2.578947368,1.421052632,2.130434783,1.173913043,0.296296296,0.555555556,0.148148148,4.3525,0.485006247
"Mohammed E.,Vasconcellos M.,Mackinson S.,Fanning P.,Heileman S.,Carocci F.(2008). Scientific Basis for Ecosystem-Based Management in the Lesser Antilles Including Interactions with Marine Mammals and Other Top Predators: A trophic model of the Lesser Antilles Pelagic Ecosystem FI:GCP/RLA/140/JPN Technical Document",marine,15.441827,-60.428955,31,264,8.516129032,9.103448276,1.068965517,9.428571429,1.107142857,0.064516129,0.838709677,0.096774194,7.77,0.145112
"Morales-ZÃÂÃÂ¡rate M.V.,ArreguÃÂÃÂ±n-SÃÂÃÂ¡nchez F.,LÃÂÃÂ³pez-MartÃÂÃÂ±nez J.,Lluch-Cota S.E.(2004). Ecosystem trophic structure and energy flux in the Northern Gulf of California, MÃÂÃÂ©xico Ecological Modelling. pp 331-345",marine,30.747465,-113.8676,29,249,8.586206897,9.576923077,1.115384615,8.586206897,1,0.103448276,0.862068966,0.034482759,6.6595,0.175639588
"Morato et al., 2016",marine,37.816595,-28.11696,45,406,9.022222222,9.666666667,1.071428571,9.022222222,1,0.066666667,0.933333333,0,8.4765,0.163448776
"Morgan, N.C. and McLusky, D.S. (1972). A summary of the Loch Leven IBP results in relation to lake management and future research. Proc. R. Soc. Edinburgh      Series B, 74:407-416.",freshwater,56.2006122,-3.4067986,22,32,1.454545455,1.777777778,1.222222222,2.461538462,1.692307692,0.181818182,0.409090909,0.409090909,3.6195,0.421386719
"Morissette L.,Melgo J.L.,Kaschner K.,Gerber L.,Bamy I.L.(2009). Food web model and data for studying the interactions between marine mammals and fisheries in the Northwest African ecosystem Modelling the trophic role of marine mammals in tropical areas: data requirements, uncertainty, and validation. pp 6-52. In Morissette L.,Melgo J.L.,Kaschner K.,Gerber L.,Morissette L.,Melgo J.L.,Kaschner K.,Gerber L.,Morissette L.,Melgo J.L.,Kaschner K.,Gerber L.,Morissette L.,Melgo J.L.,Kaschner K.,Gerber L.,Morissette L.,Melgo J.L.,Kaschner K.,Gerber L.",marine,22.59453125,-16.35874023,27,104,3.851851852,4.333333333,1.125,6.5,1.6875,0.111111111,0.481481481,0.407407407,4.4105,0.19965
"Morissette L.,Pitcher T.(2005). Model structure and balancing Ecosystem Simulation Models of ScotlandÃÂ¢ÃÂÃÂs West Coast and Sea Lochs. pp 5-24, 30-40-5-24, 30-40. In Haggan N.,Pitcher T.",marine,57.90825,-8.7543525,37,371,10.02702703,10.6,1.057142857,10.02702703,1,0.054054054,0.945945946,0,10.0445,0.166304305
"Motta, R.L., and Uieda, V.S. (2005). Food web structure in a tropical stream ecosystem. Austral Ecology. 30, pp. 58-73.",freshwater,-15.74485,-43.02964,119,310,2.605042017,3.131313131,1.202020202,4.626865672,1.776119403,0.058823529,0.504201681,0.327731092,3.817,0.344224766
"Moullec F., Gascuel D., Bentorcha K., et al., 2017, Journal of Marine systems, 172: 104ÃÂ¢ÃÂÃÂ117",marine,50.286645,-6.2996455,48,485,10.10416667,11.27906977,1.11627907,11.02272727,1.090909091,0.104166667,0.8125,0.083333333,7.031,0.141791275
"Moullec F., Gascuel D., Bentorcha K., et al., 2017, Journal of Marine systems, 172: 104ÃÂ¢ÃÂÃÂ117.",marine,45.68635,-4.1184347,43,342,7.953488372,9,1.131578947,9,1.131578947,0.11627907,0.744186047,0.139534884,5.7965,0.166240287
Munk (1997),marine,57,8,2,1,0.5,1,2,1,2,0.5,0,0.5,2,0
Munk (2002),marine,66.33333333,-56,5,6,1.2,3,2.5,2,1.666666667,0.6,0,0.4,2,0
"N.C. Collins, R. Mitchell, R.G. Wiegert. (1976). Functional Analysis of a Thermal Spring Ecosystem, with an Evaluation of the Role of Consumers. Ecology. 57(6), pp.1221-1232.",freshwater,45.9645464,-108.276076,11,16,1.454545455,2.285714286,1.571428571,2.666666667,1.833333333,0.363636364,0.181818182,0.454545455,2.6185,0.224609375
"N.C. Collins, R. Mitchell, and R.G. Wiegert. (1976). Functional Analysis of a Thermal Spring Ecosystem, with an Evaluation of the Role of Consumers. Ecology. 57(6), pp. 1221-1232.",freshwater,36.7276168,28.8117606,15,43,2.866666667,3.071428571,1.071428571,4.3,1.5,0.066666667,0.6,0.333333333,3,0.065711195
"N.N. Smirnov. Food cycles in sphagnous bogs. Hydrobiologia. 17, pp. 175-182.",freshwater,46.3421653,48.0254474,18,22,1.222222222,1.692307692,1.384615385,1.571428571,1.285714286,0.277777778,0.5,0.222222222,5.2145,0.512396694
"Neira S.,Arancibia H.,Cubillos L.(2004). Comparative analysis of trophic structure of commercial fishery species off Central Chile in 1992 and 1998 Ecological Modelling. pp 233-248",marine,-36.00785478,-72.78523194,21,60,2.857142857,3.157894737,1.105263158,4.615384615,1.615384615,0.095238095,0.523809524,0.380952381,3.8555,0.267083333
Nsiku 1999,freshwater,-11.61406,34.490113,27,138,5.111111111,5.52,1.08,6.571428571,1.285714286,0.074074074,0.703703704,0.222222222,4.771019678,0.156085906
"Nybakken, J.W. (1982). Marine Biology: An Ecological Approach. (Harper and Row, New York).",marine,37.2712223,-122.410283,14,23,1.642857143,1.916666667,1.166666667,2.090909091,1.272727273,0.142857143,0.642857143,0.214285714,3.4125,0.303402647
"O.W. Richards. (1926). Studies on the Ecology of English Heaths: III. Animal Communities of the Felling and Burn Successions at Oxshott Heath, Surrey. Journal of Ecology. 14(2), pp. 244-281.",terrestrial,30.6251415,-87.0650045,23,48,2.086956522,2.285714286,1.095238095,2.526315789,1.210526316,0.086956522,0.739130435,0.173913043,4.5905,0.369574653
"Odum, W.E. and Heald, E.J. (1975). The detritus-based food web of an estuarine mangrove community, In: Estuarine Research, Vol. 1, Chemistry, Biology and the Estuarine System, (Academic Press, New York), pp. 265-286.",marine,37.96480705,-122.4941244,14,17,1.214285714,1.7,1.4,1.545454545,1.272727273,0.285714286,0.5,0.214285714,5.3245,0.396193772
"Ohm, P. and Remmert, H. (1955). Etudes sur les rockpools des Pyrenees-Orientales, Vie et Milieu. 6:194-209.",freshwater,46.603354,1.8883335,8,9.5,1.1166666665,1.5,1.375,1.402777778,1.3055555555,0.26666666650000004,0.5166666664999999,0.2166666665,3.82775,0.24607142850000002
"Okey T.A.(2006). A trophodynamic ecosystem model of Albatross Bay, Gulf of Carpentaria: revealing a plausible fishing explanation for prawn catch declines CSIRO Marine and Atmospheric Research Paper",marine,-12.6,141.55,99,1192,12.04040404,14.02352941,1.164705882,13.39325843,1.112359551,0.141414141,0.757575758,0.101010101,6.357,0.21008019
"Okey T.A.,Griffiths S.,Pascoe S.,Kenyon R.,Miller M.,Dell Q.,Pillans R.,Buckworth R.C.,Gribble N.,Engstrom N.,Bishop J.,Milton D.,Salini J.,Stevens J.(2007). The effect of illegal foreign fishing on the ecosystem in the Gulf of Carpentaria: management options and downstream effects on other fisheries Final Report to Australian Fisheries Management Authority Project 2006/825",marine,-14.400165,138.85405,83,1029,12.39759036,13.90540541,1.121621622,16.078125,1.296875,0.108433735,0.662650602,0.228915663,5.5375,0.151214366
"Okey T.A.,Pugliese R.(2001). A preliminary Ecopath model of the Atlantic continental shelf adjacent to the Southeastern United States Fisheries Impacts on North Atlantic Ecosystems: Models and Analyses. pp 167-181. In Guenette S.,Christensen V.,Pauly D.,Guenette S.,Christensen V.,Pauly D.",marine,30.40355,-78.59436,42,473,11.26190476,12.78378378,1.135135135,12.12820513,1.076923077,0.119047619,0.761904762,0.119047619,7.026,0.125802176
"Opitz  S.(1996). Trophic Interactions in Caribbean Coral Reefs ICLARM Tech. Rep. 43, 341 p.",marine,18.37335,-64.724125,21,141,6.714285714,7.833333333,1.166666667,7.05,1.05,0.142857143,0.80952381,0.047619048,6.722,0.155761719
Opitz 1996,marine,18.316891,-64.784438,247,3299,13.3562753,13.63223,1.020661052,13.41057,1.004065108,0.02024291,0.9757085,0.004048583,7.553,0.2479875
Orek H.(2000). An application of mass balance Ecopath model to the trophic structure in the Black Sea after anchovy collapse,marine,44.0122,34.60878,16,31,1.9375,2.214285714,1.142857143,2.384615385,1.230769231,0.125,0.6875,0.1875,4.75,0.390738814
Ostergaard et al (2005),marine,8.4,97.88333333,5,4,0.8,1,1.25,4,5,0.2,0,0.8,2,0
"Ould Taleb Ould Sidi M.M.,GuÃÂÃÂ©nette S.(2004). ModÃÂÃÂ¨le trophique de la ZEE mauritanienne: comparaison de deux pÃÂÃÂ©riodes (1987 et 1998) West African marine ecosystems: models and fisheries impacts. pp 12-38. In Palomares M.L.D.,Pauly D.",marine,18.60523,-17.56026,38,338,8.894736842,9.388888889,1.055555556,9.135135135,1.027027027,0.052631579,0.921052632,0.026315789,9.373,0.140766758
"P. Larsson, J.E. Brittain, L. Lien, A. Lillehammer, and K. Tangen. (1978). The Lake Ecosystem of Ovre Heimdalsvatn. Holarctic Ecology, 1, pp. 304-320.",freshwater,61.42,8.87,27,48,1.777777778,2.666666667,1.5,2.285714286,1.285714286,0.333333333,0.444444444,0.222222222,3.244,0.259331597
"P.H.T. Hartley. (1948). Food and Feeding Relationships in a Community of Fresh-Water Fishes. Journal of Animal Ecology. 17(1), pp.1-14.",freshwater,52.210616,0.1421886,18,32,1.777777778,2.285714286,1.285714286,2.133333333,1.2,0.222222222,0.611111111,0.166666667,3.884,0.290527344
"Palomares M.L.D.,Reyes-Marchant P.,Lair N.,Zainure M.,BarnabÃÂÃÂ© G.,Lasserre G.(1993). A Trophic Model of a Mediterranean Lagoon, Etang de Thau, France . pp 224-229. In Christensen V.,Pauly D.,Christensen V.,Pauly D.,Christensen V.,Pauly D.",marine,43.38433475,3.632379196,11,54,4.909090909,6.75,1.375,4.909090909,1,0.272727273,0.636363636,0.090909091,4.1375,0.073157707
"Palomares M.L.D.,Yulianto B.,Puy L.,Bengen D.,Belaud A.,Palomares M.L.D.,Yulianto B.,Puy L.,Bengen D.,Belaud A.(1993). A Preliminary Model of the Garonne River (Toulouse, France) Ecosystem in Spring . pp 172-179. In Christensen V.,Pauly D.,Christensen V.,Pauly D.,Christensen V.,Pauly D.,Christensen V.,Pauly D.,Christensen V.,Pauly D.",freshwater,43.679255,1.3838495,10,36,3.6,5.142857143,1.428571429,3.6,1,0.3,0.6,0.1,3.551,0.064814815
"Parker, S.M., and Huryn, A.D. (2006). Food web structure and function in two arctic streams with contrasting disturbance regimes. Freshwater Biology. 51, pp. 1249-1263.",freshwater,39.7837304,-100.445882,53,193,3.641509434,12.0625,3.3125,4.595238095,1.261904762,0.547169811,0.245283019,0.056603774,3.7255,0.158742517
"Patten, B.C. and 40 co-authors, (1975). Total ecosystem model for a cove in Lake Texoma. In: B.C. Patten, (ed) Systems Analysis and Simulation in Ecology Vol. 3, (Academic Press, New York), pp. 205ÃÂ421.",freshwater,33.9161056,-96.6427413,19,68,3.578947368,5.666666667,1.583333333,4,1.117647059,0.368421053,0.526315789,0.105263158,4.514,0.161656574
"Patten, B.C. and Finn, J.T. (1979). Systems approach to continental shelf ecosystems, In: E. Halfon, (ed). Theoretical systems ecology. (Academic Press, New York, USA), pp. 183-212.",marine,52.18826121,-6.836211364,10,21,2.1,3,1.428571429,2.333333333,1.111111111,0.3,0.6,0.1,5.3505,0.18
"Pattie, D. L. and Verbeek, N. A. M. (1966) Alpine birds of the Beartooth Mountains, Condor 68:167-176 (1966); Alpine mammals of the Beartooth Mountains, Northwest Sci. 41(3):110-117 (1967).",terrestrial,29.7104006,-98.6298495,26,70,2.692307692,2.8,1.04,4.666666667,1.733333333,0.038461538,0.538461538,0.423076923,3.1355,0.226632653
"Pechlaner, R., Bretschko, G., Gollmann, P., Pfeifer, H., Tilzer, M., Weissenbach, H.P. (1972). The production processes in two highmountain lakes (Vorderer and Hinterer Finstertaler See, KÃÂ¼htai, Austrai). In: Z. Kajak and A. Hillbricht-Ilkowska, (eds). Productivity problems in freshwaters. (Warsaw: Polish Scientific Publishers), pp. 239-269.",freshwater,47.59397,14.12456,9,14,1.555555556,2.333333333,1.5,1.75,1.125,0.333333333,0.555555556,0.111111111,3.9,0.214285714
"Pedersen S.A.,Zeller D.(2001). A mass balance model for the West Greenland marine ecosystem Fisheries Impacts on North Atlantic Ecosystems: Models and Analyses. pp 111-127. In GuÃÂÃÂ©nette S.,Christensen V.,Pauly D.,GuÃÂÃÂ©nette S.,Christensen V.,Pauly D.",marine,65.00158854,-50.75908446,22,129,5.863636364,6.45,1.1,7.588235294,1.294117647,0.090909091,0.681818182,0.227272727,5.036,0.15996032
"Pinnegar J.K.,Polunin N.V.C.(2004). Predicting indirect effects of fishing in Mediterranean rocky littoral communities using a dynamic simulation model Ecological Modelling. pp 249-267",marine,42.57186766,8.751736033,27,169,6.259259259,7.041666667,1.125,7.041666667,1.125,0.111111111,0.777777778,0.111111111,5.37,0.152197353
Pinnegar et al. (2003),marine,50.83333333,-8,59,200,3.389830508,6.896551724,2.034482759,5,1.475,0.508474576,0.169491525,0.322033898,2.9915,0.233075
"Pitcher T.J.,Ainsworth C.H.,Bailey M.(2007). Ecological and economic analyses of marine ecosystems in the bird's head seascape, Papua, Indonesia: I Fisheries Centre Research Reports",marine,1.25,130.25,98,2444,24.93877551,26.85714286,1.076923077,25.19587629,1.010309278,0.071428571,0.918367347,0.010204082,26.537,0.133367082
"Poepperl, R. (2003). A Quantitative Food Web Model for the Macroinvertebrate Community of a Northern German Lowland Stream. Internat. Rev. Hydrobiol. 88, pp. 433-452.",freshwater,54.1600076,10.2430312,16,55,3.4375,4.230769231,1.230769231,3.4375,1,0.1875,0.75,0.0625,3.9095,0.15553719
"Prato, G., C. Barrier, P. Francour, V. Cappanera, V. Markantonatou, P. Guidetti, L. Mangialajo, R. Cattaneo-Vietti, and D. Gascuel. 2016. Assessing interacting impacts of artisanal and recreational fisheries in a small Marine Protected Area (Portofino, NW Mediterranean Sea). Ecosphere 7(12):e01601.",marine,44.3115,9.1805,33,208,6.303030303,7.172413793,1.137931034,7.172413793,1.137931034,0.121212121,0.757575758,0.121212121,5.5305,0.2143605
"Preikshot D.B.(2007). The influence of geographic scale, climate and trophic dynamics upon North Pacific oceanic ecosystem models",marine,50.004202469999996,-125.86870594999999,54,468,8.667924528499999,9.178076922999999,1.058846154,11.146341464999999,1.2858763469999999,0.0555746145,0.7221269295,0.222298456,5.4415,0.18100263900000002
"Preston, D.L., Orlofske, S.A., McLaughlin, J.P., and Johnson, P.T.J. (2012). Food web including infectious agents for a California freshwater pond. Ecology. 93(7), pp. 1760.",freshwater,41.1376039,-74.8486809,113,1902,16.83185841,20.9010989,1.241758242,16.98214286,1.008928571,0.194690265,0.796460177,0.008849558,12.758,0.229729378
Progress towards a next-generation fisheries ecosystem model for the northern Gulf of Mexico,marine,27.846515,-89.366665,75,2170,28.93333333,30.56338028,1.056338028,28.93333333,1,0.053333333,0.946666667,0,15.273,0.086864493
Pusineri et al (2005),marine,45,-18,40,42,1.05,14,13.33333333,1.135135135,1.081081081,0.925,0,0.075,2,0.348356009
"Qazim, S.Z. (1970) Some problems related to the food chain in a tropical estuary. In: J.H. Steele (ed.). (1970) Marine Food Chains. (Oliver and Boyd, Edinburgh), pp. 45-51, from p. 50.",marine,21.75043945,73.1125,9,18,2,2.571428571,1.285714286,2.25,1.125,0.222222222,0.666666667,0.111111111,4.237,0.097222222
"R. F. Johnston. (1956). Predation by Short-Eared Owls on a Salicornia Salt Marsh'. The Wilson Bulletin, 68(2), pp. 91-102.",marine,34.4137074,-119.8775782,13,26,2,2.363636364,1.181818182,2.363636364,1.181818182,0.153846154,0.692307692,0.153846154,3.7345,0.324704142
"R. M. Badcock (1949). Studies in stream life tributaries of the Welsh Dee. Journal of Animal Ecology, 18, pp. 193-208, from Price, P.W. (ed), (1984) Insect Ecology, 2nd ed., New York: John Wiley, p. 23.",freshwater,-42.4655852,146.6518634,34,106,3.117647059,4.24,1.36,5.3,1.7,0.264705882,0.323529412,0.411764706,2.756,0.253782485
"R.D. Bird. (1930). Biotic Communities of the Aspen Parkland of Central Canada. Ecology. 11(2), pp. 356-442.",terrestrial,43.1798023,-96.91193063333334,20.333333333333332,32.333333333333336,1.5130718956666667,1.9519047619999998,1.3104761903333333,2.1327160493333333,1.4197530863333334,0.22156862733333332,0.48758169933333334,0.290849673,3.5673333333333335,0.39085484233333334
"R.M. Thompson and C.R. Townsend. (2004). Land-use influences on New Zealand stream communities: effects of species composition, functional organisation, and food-web structure. New Zealand Journal of Marine and Freshwater Research. 38, pp. 595-608.",freshwater,-42.88437055,171.99424965,77.5,253.5,3.1682676105,7.041666666999999,2.152777778,3.9611928105,1.27369281,0.5182002025,0.2627232895,0.2074486015,2.8605,0.323985273
"R.M. Thompson and C.R. Townsend. (2004). Land-use influences on New Zealand stream communities: effects of species composition, functional organisation, and food-web structure. New Zealand Journal of Marine and Freshwater Research. 38, pp. 595-608.",terrestrial,40.0796458,-74.9113139,113,155,1.371681416,3.604651163,2.627906977,4.078947368,2.973684211,0.327433628,0.008849558,0.371681416,2.0705,0.451508845
"R.M. Thompson, K.N. Mouritsen and R. Poulin. (2005). Importance of parasites and their life cycle characteristics in determining the structure of a large marine food web. Journal of Animal Ecology. 74, pp. 77-85.",marine,-45.90544223,170.6196979,78,607,7.782051282,8.315068493,1.068493151,7.986842105,1.026315789,0.064102564,0.91025641,0.025641026,10.8475,0.234890675
"R.T. Paine. Food Webs: Linkage, Interaction Strength and Community Infrastructure. Journal of Animal Ecology, 49(3), pp. 666-685.",marine,50.195019529999996,-113.23195799499999,22,33,1.5,1.65,1.1,2.9423076925,1.946153846,0.090909091,0.431818182,0.477272727,3.0077499999999997,0.3667128205
"R.W. Dexter. (1947). The Marine Communities of a Tidal Inlet at Cape Ann, Massachusetts: A Study in Bio-Ecology. Ecological Monographs, 17(3), pp. 261-294.",marine,42.481507246666666,-70.96577295333334,12.666666666666666,17.333333333333332,1.358141858,1.9047619046666666,1.4238095236666666,1.8265993266666667,1.370791246,0.29337329366666665,0.4453879453333333,0.26123876133333335,3.126,0.371530594
"R.W. Dexter. (1947). The Marine Communities of a Tidal Inlet at Cape Ann, Massachusetts: A Study in Bio-Ecology. Ecological Monographs, 17(3), pp. 261-294.",terrestrial,42.3788774,-72.032366,19,36,1.894736842,2.4,1.266666667,2.769230769,1.461538462,0.210526316,0.473684211,0.315789474,3.355,0.310185185
"R.W. Dexter. The Marine Communities of a Tidal Inlet at Cape Ann, Massachusetts: A Study in Bio-Ecology. Ecological Monographs. 17(3), pp. 261-294.",marine,42.60095952,-70.69210988,25,46,1.84,2.19047619,1.19047619,2.19047619,1.19047619,0.16,0.68,0.16,4.3405,0.404300567
"R.W. Hiatt and D.W. Strasburg. (1960). Ecological Relationships of the Fish Fauna on Coral Reefs of the Marshall Islands. Ecological Monographs, 30(1), pp. 65-127.",marine,8.8126527,167.7302636,14,23,1.642857143,2.090909091,1.272727273,1.916666667,1.166666667,0.214285714,0.642857143,0.142857143,4.5765,0.309073724
"Raptis N, Papantoniou G, Raitsos DE, Damalas D, Tsagarakis K (2025) Ecopath modelling Unravels the food web of the Gulf of Corinth, a deep Mediterranean important marine Mammal area. Deep Sea Research Part I: Oceanographic Research Papers 218:104466.",marine,38.185,22.5,39,457,11.71794872,12.35135135,1.054054054,11.71794872,1,0.051282051,0.948717949,0,11.6335,0.115302419
Rasmussen 1941,terrestrial,36.58,-112.17,34,69,2.029412,2.464286,1.214285714,3.136364,1.545454545,0.1764706,0.4705882,0.3529412,3.277108,0.4320521
"Regina Bacalso, FISH Project Philippines",marine,10.17,124.45,37,379,10.24324324,11.14705882,1.088235294,10.24324324,1,0.081081081,0.891891892,0.027027027,6.7825,0.155035713
"Ricker, W.E. (1934).  An ecological classification of certain Ontario streams. Univ. Toronto Studies, Biol. Serv. 37, (Publ. Ontario Fish. Res. Lab.), 49:7-114.",freshwater,38.0699641,-115.9739481,28.5,51,1.7109974425,4.7142857145,2.8571428575,1.8051948055000002,1.0627705625,0.641943734,0.2998721225,0.058184143499999993,2.94825,0.3753800155
"Rivera-Arriaga E.,Lara-DomÃÂÃÂ­nguez A.L.,Villalobos-Zapata G.,YÃÂÃÂ¡ÃÂÃÂ±ez-Arancibia A.,Rivera-Arriaga E.,Lara-DomÃÂÃÂ­nguez A.L.,Villalobos-Zapata G.,YÃÂÃÂ¡ÃÂÃÂ±ez-Arancibia A.(2003). Trophodynamic ecology of two critical habitats (seagrasses and mangroves) in TÃÂÃÂ©rminos Lagoon, southern Gulf of Mexico From Mexico to Brazil: Central Atlantic Fisheries Catch Trends and Ecosystem Models. pp 245-254. In Zeller D.,Booth S.,Pauly D.,Zeller D.,Booth S.,Pauly D.,Zeller D.,Booth S.,Pauly D.,Zeller D.,Booth S.,Pauly D.",marine,18.6665,-91.5835,16,75,4.6875,5.769230769,1.230769231,4.6875,1,0.1875,0.75,0.0625,4.3595,0.114044444
"Rosenthal, R.J., Clarke, W.D. and Dayton, P.K. (1974). Ecology and natural history of a stand of giant kelp, Macrocystis pyrifera, off Del Mar, California. Fish. Bull. (Dublin). 72(3):670-684.",terrestrial,40.7767054,-124.1725854,21,41,1.952380952,2.411764706,1.235294118,2.5625,1.3125,0.19047619,0.571428571,0.238095238,3.7625,0.325996431
"Ruiz DJ, Banks S, Wolff M, 2016, Elucidating fishing effectes in a large-predator dominanted system",marine,0.1350825,-90.62469,33,151,4.575757576,5.206896552,1.137931034,4.575757576,1,0.121212121,0.878787879,0,5.881,0.2434
"S.H. Hurlbert, M.S. Mulla, and H.R. Willson. (1972). Effects of an Organophosphorus Insecticide on the Phytoplankton, Zooplankton, and Insect Populations of Fresh-Water Ponds. Ecological Monographs. 42(3), pp. 269-299.",freshwater,44.8104033,-72.7908131,7,15,2.142857143,2.5,1.166666667,2.5,1.166666667,0.142857143,0.714285714,0.142857143,3.8895,0.131111111
"S.W. Nixon and C.A. Oviatt. (1973). Ecology of a New England Salt Marsh. Ecological Monographs, 43(4), pp. 463-498.",marine,41.74064989,-71.32048085,15,25,1.666666667,2.272727273,1.363636364,2.272727273,1.363636364,0.266666667,0.466666667,0.266666667,3.504,0.292
Sabates & Saiz (2000),marine,40.91666667,2.666666667,16,36,2.25,6,2.666666667,3.6,1.6,0.625,0,0.375,2,0.163966049
"Salcido Guevara L.A.(2006). Estructura y flujos de biomasa en un ecosistema bentonico explotado en el Sur de Sinaloa, Mexico",marine,23.267,-106.6415,37,311,8.405405405,9.147058824,1.088235294,8.405405405,1,0.081081081,0.918918919,0,13.3955,0.156586415
"Saldanha, L. (1980). Estudio Ambiental do Estuario do Tejo, Publ. no. 5(4) (CAN/Tejo, Lisbon).",marine,38.8425939,-8.9949703,29,73,2.517241379,2.92,1.16,3.041666667,1.208333333,0.137931034,0.689655172,0.172413793,4.326,0.32163633
Samb B.(1999). Icelandic Shelf,marine,63.80517578,-20.41396484,21,120,5.714285714,6.315789474,1.105263158,6.666666667,1.166666667,0.095238095,0.761904762,0.142857143,5.125,0.110923585
"Samb B.,Mendy A.(2004). Dynamique du rÃÂÃÂ©seau trophique de l'ÃÂÃÂ©cosystÃÂÃÂ¨me sÃÂÃÂ©nÃÂÃÂ©gambien en 1990 West African marine ecosystems: models and fisheries impacts. pp 57-70. In Palomares M.L.D.,Pauly D.",marine,14.193845,-16.97198,18,63,3.5,4.5,1.285714286,4.846153846,1.384615385,0.222222222,0.5,0.277777778,3.944,0.275060468
"Sara Pedro, MÃÂÃÂ©lanie Lemire, Carie Hoover, Blanche Saint-BÃÂÃÂ©at, Muhammad Y. Janjua, Jennifer Herbig, M",marine,70.02235016,-67.34846654,30,193,6.433333333,7.148148148,1.111111111,6.892857143,1.071428571,0.1,0.833333333,0.066666667,6.2365,0.192309846
"Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.",freshwater,63.2467777,25.9209164,21,29,1.380952381,1.611111111,1.166666667,1.705882353,1.235294118,0.142857143,0.666666667,0.19047619,4.3675,0.478596908
Sassa et al (2004),marine,37,143,25,33,1.32,16.5,12.5,1.434782609,1.086956522,0.92,0,0.08,2,0.19651056
"Savenkoff C.,Bourdages H.,Castonguay M.,Morissette L.,Chabot D.,Hammill M.O.(2004). Input data and parameter estimates for ecosystem models of the northern Gulf of St. Lawrence (mid-1990s) Canadian Technical Report of Fisheries and Aquatic Sciences",marine,49.433085,-61.899685,32,312,9.75,10.4,1.066666667,12,1.230769231,0.0625,0.75,0.1875,5.0375,0.095767744
"Savenkoff C.,Bourdages H.,Swain D.P.,Despatie S.-P.,Hanson M.J.,MÃÂÃÂ©thot R.,Morissette L.,Hammill M.O.(2004). Input data and parameter estimates for ecosystem models of the southern Gulf of St. Lawrence (mid-1980s and mid-1990s) Canadian Technical Report of Fisheries and Aquatic Sciences",marine,47.28675,-63.016165,30,234,7.8,8.357142857,1.071428571,9.75,1.25,0.066666667,0.733333333,0.2,4.8445,0.126661918
Saygu et al. (2023),marine,41.19942869,29.54498858,17,87,5.117647059,5.4375,1.0625,5.117647059,1,0.058823529,0.941176471,0,7.749,0.175099206
Scharf et al. (2000),marine,40,-71,20,36,1.8,2,1.111111111,18,10,0.1,0,0.9,2,0
"Schiemer, F. (1979). The benthic community of the open lake. In: H. LÃÂ¶ffler, (ed). Neusiedlersee: The Limnology of a Shallow Lake in Central Europe, Junk, The Hague, pp. 337ÃÂ384.",freshwater,47.8003123,16.7366677,14,17,1.214285714,1.545454545,1.272727273,1.7,1.4,0.214285714,0.5,0.285714286,3.612,0.477508651
